Timestamp,TransactionHash,BlockNumber,poolId,user,claimLockStart,claimLockEnd,multiplier
2024-07-25T23:28:23,5d90211da5c2cabd898f5caacee63d1ceef4eccca2281b806574dc14c973fa5a,20384758,0,0xE8440f84fC83046dFDad99B9a2c498853BFf6343,1721924903,1721925600,41901907199340318820000000
2024-07-25T23:37:59,1c83fe34aa1e3897d151bd064dc20e1074f82f95daa61326d0a68579def654e5,20384806,0,0x3EcC570cEd73e2656629108e379FD07907116b78,1721925479,1848153600,78841547801105369330000000
2024-07-25T23:51:47,9f089f4efc87ef0ffc153d4644902e9a8c9be2aaefb8d9dbdaf02c18f3df9fc0,20384874,0,0xE8440f84fC83046dFDad99B9a2c498853BFf6343,1721926307,1784991600,41901907199340318820000000
2024-07-25T23:57:23,a59bcfbd6b6bab559f55660702326e830d0e2cb92e52de6b7cc6dfb10154db6f,20384902,0,0x76405775eB54767F1f95A9fD1eA5492B0204D87a,1721926643,1848114000,78819922142142966110000000
2024-07-26T00:58:23,967d0572ce64b45b53c7a401fa96ef2f9cf17929e77f321cc745fff3d51a2bd6,20385206,0,0x7aF5BA6291b15c5053d6dDA6bB2cD89909Dac39D,1721930303,1844974800,77155081274321891100000000
2024-07-26T01:18:59,20df1e5c1929f780532520a2cf90c1d05fb646f3ff75a2d92a61c4b6c6459d87,20385309,0,0xb1C454961607269Db37B36Eb374B186F79d77Db0,1721931539,1832997600,70633092316530337900000000
2024-07-26T01:20:23,33765cc7be1efece64a78913ab6bbb11605258820f2d63dc1800a0a6c2cef7a6,20385316,0,0xA75a5942aE98549827D140d99d0Ec25A2476f576,1721931623,1855893600,82847836006232552730000000
2024-07-26T01:29:59,f005dfd404398e060031bc752ac23ae490dea6413b2a039d4ea002fc3b8cb830,20385363,0,0x84Ca849d51b2ce29d83f7F8baa445443215D40f5,1721932199,1893736800,100638559015225026200000000
2024-07-26T01:32:59,850cd5fcb36b41b4f93617628fb0ffc03ed18c0b0d4595869f626290054d792d,20385378,0,0xA58b628f5fEE34Bf1de6c3A460Bd043dE57E22D9,1721932223,1848110400,78814238572666364990000000
2024-07-26T01:34:47,b550c6ddca9c95fd84e942d0e65e3bd30c8d3dcd714f6b67fdcafc3b45e3eb7c,20385387,0,0xeE437958a65927B7fef2DB9946eC1Dd075503595,1721932487,1909112400,106996478488509858850000000
2024-07-26T01:40:59,343751982071db95dc40477ab09cc3d8c98ffed9f6579a54d72c0fffefa52f7d,20385418,0,0x896C20Da40c2A4df9B7C98B16a8D5A95129161a5,1721932859,1734843600,105501728807295425990000000
2024-07-26T01:44:35,377011333106566be057e8d703503176431ddea90e8a618089d03bc396b45c65,20385436,0,0x896C20Da40c2A4df9B7C98B16a8D5A95129161a5,1721932859,1911182400,105501728807295425990000000
2024-07-26T01:45:23,e00b5828524e63b4cb98edacb302d5191699751ad94da41c085c7cb191e48886,20385440,0,0x144b377836fF5b8BfBa8BcdcFB5C82c304CCDc9D,1721933123,1725681600,10000000000000000000000000
2024-07-26T02:29:47,344669d1e1a1d25b19f077c60e486ae4b8b01514f129e0359a34c0e09989b252,20385659,0,0xa90D1AEDe86AecC6b9115Fb2E8d195aC2d03F850,1721935787,1721935787,10000000000000000000000000
2024-07-26T03:20:23,abee9b85da0d17289aca47943a16f1f30116d40cd8375cef57eab9e87adae601,20385911,0,0xF94A4dF43a85f7FE60EeC2489Df50e5F768B8FD4,1721938823,1756591200,23375425377763029300000000
2024-07-26T04:10:23,f5edb944f6bf1305ec80c0f456c559c3b62fd4873f4a2d8e01184d6039a86a28,20386159,0,0x8C39b7cB82B9D791ADCc9387098944B635C17B32,1721941823,1742338800,13819145620520486130000000
2024-07-26T04:24:35,c7b4417eaa3b2994f4c89b398db84a5f8152bd1281ff0915994ac605a5eb8064,20386230,0,0x0b2DAD4580f2eDc7B2c1f50572650D12fa241850,1721942675,1806789600,55411606072293074030000000
2024-07-26T05:31:35,ed40144f66958084ed6d3117b985314065a473a2fcd3da794f24f174136a0f74,20386561,0,0x8C9974E348721F732633702F8F8Cd89Ae95dd628,1721946695,1814480995,60000769799692529330000000
2024-07-26T05:36:11,7b5be7e9d214f1a136962914dd12d4e34838ccf6f98ca532ef080c34108cfb70,20386584,0,0x08d2c744Fd60F2dca8C1885D3AA03Ff6D3fA5d11,1721946971,1784959200,41867271945538821080000000
2024-07-26T06:20:11,be50312e1a63ce74ceefa9ddc514e7bd45f32d06597973fdc59eea16b0ff9ebf,20386801,0,0x299bb5b9329450BA1997d4fd4d2486491F673506,1721949611,1753401600,20650031629020815760000000
2024-07-26T07:23:11,18bda4b6ebeb06c2b681a541960ab329d84ddc68335d9d56953eaf70358ded26,20387114,0,0xfbABCdB3724f3b9978058652101cAe98Bf60D436,1721953391,1725033600,10000000000000000000000000
2024-07-26T08:05:59,0973877507cf225515537e895fa4616784f9283c7d4e70b23dc2c18e049221fb,20387325,0,0xFEb27AE7D48aaF7f54b189E010e12CBAe98E7992,1721955959,1879819200,94433865379729283020000000
2024-07-26T10:06:35,c7f8bdb404925825b48f10e50b6a7bff30d76149a5d889b35ab610ba1511cf73,20387923,0,0xc6Ca088D5Acfe7795f3c7091ACacEDd2Ae35744E,1721963195,1740459600,12536532501853608120000000
2024-07-26T12:05:35,12e8b1483bf7b037bd2102cb87fbd8ec9c4ed4c54c697a886ea75761329df497,20388518,0,0x35F1bAe79c4E74eE25354D326B42F809744F7E18,1721970335,1754258400,21799230041646805940000000
2024-07-26T12:06:35,4a7b7111329202ab70cd16ab9453cb41d5b33a392206a65f5ba917d7e5f8e190,20388523,0,0xe483508B13b0c9c7D633215FEEa608F8fa28f485,1721970395,1848632400,79062709049478918150000000
2024-07-26T13:00:59,e8803521b8f7bd6bb1b1ae378237b49c5aa9040b8da2da9054a7468676f36126,20388795,0,0xEc28EaE174831e807Ed49eFD2A897Dfc4d674f03,1721973659,1918245600,107000000000000000000000000
2024-07-26T13:32:47,45fbfd71d20085c607a89006cdb532c30269927c935597844fe35ec94412563a,20388953,0,0x61BE4048c631954a8adB3A7088b17ED8D9C2A33A,1721975567,1862035200,85911704552823957990000000
2024-07-26T13:37:35,85fe33e891f445f3e3406234005f70f8600a2a5eb7f775c5fe262aa363096b39,20388977,0,0xC136869E5f1997064E1425086C7d8D6740457F29,1721975855,1725224400,10000000000000000000000000
2024-07-26T14:40:47,5d425fb3151ca75b251c52c4775499162683df657a37e51db0038e5546fc0d1a,20389293,0,0x37C9e073b8E3202DF6e0Ec46251886F1B71480fa,1721979647,1752609600,20691621918595875310000000
2024-07-26T15:55:11,b61b2e8b1ce5354d8e3d88cbc52ec7a3f13ba477c25abd36b400fb247cd788ca,20389664,0,0xf951B74d580fc5Bbfa0309A7BBCc7eC97FDb7597,1721984111,1753891200,21544776142781577340000000
2024-07-26T17:05:11,893e521d48a5e01b54501d22718d4190c5e25eec05562bb58ef19c1dceb4f218,20390013,0,0x1E9638bBaEff7ceb8f4E94395b1F26aef5fd2590,1721988311,1725138000,10000000000000000000000000
2024-07-26T17:20:11,8ed5e6fd328b4a271eed3ca4859d5e2ede1329dcbe70f45fa0ba8b86f88309ff,20390087,0,0x31bc74806E7D7Ab8571d94b2dAfa5d6734a6D1E9,1721989211,1722470400,10000000000000000000000000
2024-07-26T17:22:23,66cc79d7806a4c26f292e713e13f3696298ce8d4cd3940f9ff912f2981038323,20390097,0,0xED99C6929BBA505a2f1A65B9cA156A068faB6427,1721989343,1730419200,10000000000000000000000000
2024-07-26T17:23:59,e6e21b7d611d08b12748d8a0d09ead4d5841dad37c85d74841a82daf2311253e,20390105,0,0xED99C6929BBA505a2f1A65B9cA156A068faB6427,1721989439,1730419200,10000000000000000000000000
2024-07-26T17:30:23,6bc2a1f38f0f0909788bb5b84413b6890fde7e0fc1a2d0c9bd0e88acc92fbd52,20390137,0,0xf3D9B8F6af674e82943b4685728B00D13a62FC9e,1721989823,1735603200,10000000000000000000000000
2024-07-26T19:44:59,bcc00452d6e05e3faaa91e71b86c82a07150ca4644c7d0bdba4441aac263a663,20390807,0,0x0FAc2E14CC0D0454112757cCb5998aC39c27fcEb,1721997899,1722355200,16319061130557170400000000
2024-07-26T20:20:11,5c57e45b8b5abdd923668419507227f0466a86ff86de9eece34863fcc116e456,20390982,0,0x73e5a34C05cF3c61DaB62F7F2A4e2d995A095D22,1722000011,1911139200,107000000000000000000000000
2024-07-26T20:24:59,146859c9942124494aed34f3763aa7dfd110726433215212ff047ff9a03d64e7,20391005,0,0x06519B84772a1B3c519870CA2eF825a87C1FB70E,1722000299,1911139200,107000000000000000000000000
2024-07-26T21:01:59,08c6ce4383d715b1a807a2cc90cfc58b31dd9629072c185af16ec3c1057a0e8d,20391189,0,0x0FAc2E14CC0D0454112757cCb5998aC39c27fcEb,1721997899,1748620800,16319061130557170400000000
2024-07-26T21:09:23,b56084a95fae52cf48debccb1fe7c9d43bf510bb7b9575e418f67db9baabf9e8,20391226,0,0x87376f16268A0b93055A6FbcBe94f093cb589B81,1722002963,1722002963,10000000000000000000000000
2024-07-26T21:28:35,feeab428edce60eee2601a0c30a8d5da3d0ba093c6fd9fa77a168d4f692a62eb,20391321,0,0x254aA313506df6Ca875C1EEBdF5C1756F4c77e72,1722004115,1752361200,20508928900240179090000000
2024-07-26T21:31:11,1fd271a0139a9c49e0ef0c426914aa37bf6e3147f9310c1de9c08f9720e7d782,20391334,0,0xAFd73155b74368448305cBF12e8B46Db17B0087e,1722004271,1752361200,20508822962796272790000000
2024-07-26T21:38:35,4ab2f09f1a80477319a871e48a603a631488cd25f168229d152901dcef71e8ab,20391371,0,0x4A46Fc0E9162bC7A186D5A22D83d5A48f5a5639c,1722004715,1783897200,41151992474028375620000000
2024-07-26T22:52:35,77380e03eb74da808bbc5d0b3825b83696a850a9d5d9b867b2ada172a27d88f4,20391740,0,0xC4ba2bB098Aa3bdF9e7b78b66e84DbD99Eb9b000,1722009155,1911268800,107000000000000000000000000
2024-07-26T23:18:23,cb201c63f96aedd75c35f78e2723c86ed52e87dd2b4636d823f43a1e73c314b8,20391869,0,0x4a2957796317FC6F4B682c620Ea74C01c4f44992,1722010703,1911268800,107000000000000000000000000
2024-07-26T23:39:35,7e644982a360ba02ed22c90ebc216e4b5f16b7477e2d41ec3cbdbf18efb22afa,20391974,0,0x745406B0620c28026BEd34356C2D928574D88f78,1722011975,1761886800,25365068726869263440000000
2024-07-27T07:10:47,35087f470f408524ccd06044b109ba3b270f925b8cb59df1ced8944ae24229d5,20394214,0,0x171B55FE63996Ea4237c5182bdCF0CB2FD71819f,1722039047,1909087200,107000000000000000000000000
2024-07-27T07:13:59,44f0ba66a1d5ee1011f818a08ed2a5c0e7ad7bc421454e93622a77969cc9e78b,20394230,0,0x171B55FE63996Ea4237c5182bdCF0CB2FD71819f,1722039047,1974924000,107000000000000000000000000
2024-07-27T08:23:47,ccc6c7341e5dd3465bc473600b88ad25593f2477f99e450cac401b00380b60bc,20394578,0,0x798118080Fd0a4900a5773F9505e2fa5cCF9789b,1722043427,1893452400,100440701454777518450000000
2024-07-27T08:30:59,7f8a4ad6eedecddc757c28cfb9e543202208d42b7b6f92465bbe7645159f0257,20394614,0,0xAAAe2dc1Bd381f8761fD799D1230fA8AE7c8da0f,1722043859,1893452400,100440408089592761350000000
2024-07-27T12:17:35,52d1ccb70c920f39f6c4a2f566317374e85c0dc7077f89c1c4450bed24473717,20395739,0,0x0dE81Fe5a768C90ba883c2F863b2929F155c3AFD,1722057455,1725141600,10000000000000000000000000
2024-07-27T12:48:11,3876587dc54f4a34fc65ef4b4c8aed08ef49ba63c8113fb47516d13d49606ae2,20395890,0,0xb93A30068178b00a1391ee54312efBB82Eec3B3F,1722059291,1760511600,25897010591803745700000000
2024-07-27T14:05:47,70e13dafbd412e29d3904ee54c84e503caea0d87705219785c05702a0965b1fc,20396277,0,0x70DfFe2B0b6F638721dADFb66C75B9cfD56Cb905,1722063947,1725033600,10000000000000000000000000
2024-07-27T21:35:47,3aaa82d4d429aaf2dc3c493ec7380efe3302675cf18044ee40b6ea177db17b6f,20398520,0,0xE1F8586192Cb65E698c8D238eF09DEe0FB5B4a5a,1722090947,1842238800,75581894735032610450000000
2024-07-27T21:46:11,568d2714a819230d3844fc3603883d3c9ef0bc6a6e8db5472e3342fff3b2ceaf,20398572,0,0xD65fe9Db69044F97609AFF0810F9C86652DB6452,1722091571,1754020800,21558317991123256830000000
2024-07-27T23:27:23,b9d7f9c572caad0e0b98e227376d0d6c9125b43980e66644a4a103b5e604aec9,20399075,0,0xeaDA699f119Ec274dD2C58E286664C231602Bb44,1722097643,1911355200,107000000000000000000000000
2024-07-28T02:22:23,e375edc237c01f9600b7e54cf9f9d5691cf3497966e7d784c167929964ae136d,20399943,0,0x9E66bA3672dAe0127F94E21490CfAFb1DdECd5F9,1722108143,1725919200,10000000000000000000000000
2024-07-28T05:41:23,79657e32ee9dbca3e4d332f721eaa700dd336199e2a68bcb80d2e2bb9646cf6f,20400933,0,0x44E09c829a3FD5EDe93f677bD008D27Cb8688984,1722120083,1767254400,30302221702163468010000000
2024-07-28T13:33:23,279f3682cc1c863bc8103996061a5e5976a1e79e6bc9eb9a6b714571e3125a19,20403277,0,0xC9FFf338e3286A5B3731F80e7Ea5B38CA1dcFf4C,1722148403,1909083600,106838409168581906250000000
2024-07-28T17:20:11,e52e0ad6e8a73b866ca7f867b8c728c32ed4971d3280207adf3be5df9daf3c4b,20404408,0,0xe674F3A432C6Da916029e4D8091B98c47C32756c,1722162011,1753905600,21433580279928726990000000
2024-07-28T17:42:35,d7f41fdce8144b259a727eb143a7c8c9a9384e5193edf14a09ac3863a940c287,20404519,0,0x65E380553670539e5CdC3267024e991248667536,1722163355,1730304000,21423054061996799240000000
2024-07-28T18:46:59,b1a5fffea51425a9cf527ebf8b30a919ea8038355fcac5d17d27aae901b19225,20404841,0,0x65E380553670539e5CdC3267024e991248667536,1722163355,1753891200,21423054061996799240000000
2024-07-28T18:49:47,422b5bdfb0cd729cc5fb5e4646fe231de643e04f65fdfcea3f66872bc522f0de,20404855,0,0xb5fd9d86826697ddA47A5045725406b3B1758c40,1722167387,1911445200,107000000000000000000000000
2024-07-28T20:21:35,d6a4e172796ac0485c37f6080ddc8311c1e3b2b5821c85b4cfea2a09ad80ff9e,20405311,0,0x2Fe21fc5130e953b862D4A6048CfD016ecf3974d,1722172895,1735574400,10000000000000000000000000
2024-07-29T00:33:59,b620d79029ebfd8ca97ed6b00f982c0ee024fd6c140ac9762f1c0e8bd7f9876d,20406570,0,0x5fb470a20d0646dd84b13F9b11c2aB4CF63fC062,1722188039,1730847600,10000000000000000000000000
2024-07-29T00:57:35,5cef6f70c766b4a9c1725e5b215204b4ef0aa41a62b8115df8943c7d70d8f643,20406688,0,0x473FFa6AB954a7A003C554eeA90153DADB05a4E7,1722189455,1766984400,30077880970783968710000000
2024-07-29T03:46:35,5d7fe1b3590693c712064b2f45ef4259916787c004ac8c149515a0f61d57d263,20407531,0,0x1C452c133EaE14858A423f5C73A02530C144731F,1722199595,1727647200,10000000000000000000000000
2024-07-29T07:41:47,7e5fe0028d7ba4da4009dbc43ee052a0f9a2601d05e1d7da3bacfc620062a1d3,20408704,0,0x4A5De5aA828E776b8Da4d78bF734cf61C91Dd246,1722213707,1722225600,10000000000000000000000000
2024-07-29T10:35:47,9869bbfb258ab934fd755f0f9fcf15159c92c3b1667169911285cb003eada0e2,20409571,0,0x0062d6098b1e8186f2695AdBA5164E5d389A9a36,1722224147,1752163200,20227098042523164840000000
2024-07-29T21:44:23,84e4bbf7cdf4e30900fac4c28ee49d6d0e49694d7308eda89b060da505f830ba,20412898,0,0x7bfC4E7a310c4053aF0435a85672BB23797B60C9,1722264263,1730437200,10000000000000000000000000
2024-07-30T01:04:47,3f69d8b0283c79a0a6e117370ae9b9de81bd5dcfcdcd80eaf2ec35aa282e6169,20413898,0,0x7b093b44a8Bfe3B59edCb59CB0849486C440f96B,1722276287,1753916400,21363187190879792790000000
2024-07-30T02:51:59,dddfa777d6a26e8e965bfe90019dd79c11535dea6d7ed4828b8b01d21454195f,20414432,0,0x784d85fdCbc329e9946b20699F7611d5F185C5C3,1722282719,1753909200,21302893874155740840000000
2024-07-30T03:45:47,bb2e661b0c330a54cfeded70b3eff51f736b1bc1e1a989c3265475cb25ecb2e9,20414700,0,0x95DA7Beb255809C8681fa315285C04d96C165727,1722285947,1911528000,107000000000000000000000000
2024-07-30T03:50:11,131c275aa74c0b2f21b3fd863c3a36816bd44bafb3ddd0b2cc7a5ae44f307e67,20414722,0,0x95DA7Beb255809C8681fa315285C04d96C165727,1722286211,1911528000,107000000000000000000000000
2024-07-30T04:00:35,04bc58923119814c4c3367ae6852c648c6589f8ce9e0071235fa29ab36fafa7c,20414774,0,0xCD8eB988F44ECed1EdC2676c49f26cDf73E8A20B,1722286835,1911528000,107000000000000000000000000
2024-07-30T04:04:47,37c9fb7c36704054d4995bb0b92b911fd90fc5888044e250a4db3017f24e44c7,20414794,0,0xa654Be58ADc87F9FC378C3a87163B49B57ECAD89,1722287087,1911528000,107000000000000000000000000
2024-07-30T04:17:23,fccdbfab1d5d18c5bcd12e86d142045f593d6fbf5b544946a34d18ef2b0f5e9a,20414857,0,0x96DE1571596D2CB1744A4EE1D6127813cb86592f,1722287843,1723096800,10000000000000000000000000
2024-07-30T05:09:23,cd25c77730a5f322091b8bff6855cfe8b309a821f0c66b3be928691ad4383282,20415117,0,0xC320e1539f110DFEEb1f70e352E27C01A12c9F8B,1722290963,1835046000,71524427108079517300000000
2024-07-30T13:16:11,f3f0ca308b34aac65676d64d6bc88eb6b01cb0010dd0d8c8cc55989a1396db9a,20417531,0,0xB3e8BfFFB4DBb92fa24Db8e8E68406836e2C429e,1722320171,1732921200,10000000000000000000000000
2024-07-30T23:31:47,e3f16c3e24e9027a2f837a0498cd93c061a96bc16642187a6b95039cf1e0a755,20420577,0,0xD6f14caf5dB98820628e0acD3e3A7009b96C8861,1722357107,1909897200,107000000000000000000000000
2024-07-30T23:46:35,6e635a88686509ba0cc00022c3031e0cee2c3582924055e07382ef479fe46236,20420651,0,0x784d85fdCbc329e9946b20699F7611d5F185C5C3,1722357995,1753909200,21302893874155740840000000
2024-07-30T23:53:23,d43f139bed1ebf6b8faa94a006ef12ffa28a4875c5969f55cff3897b878b5e2d,20420685,0,0xeA2935039CFb83C4E4a26ee1E861e9c224206a04,1722358403,1722358403,10000000000000000000000000
2024-07-31T01:27:23,7722b42500ea8c8ec5acfcc447238d8760d40ec7a6034a7a86c2d700127ebac0,20421152,0,0x6D1133eb11d8e3249F6f3C5aA0c9C2f7Dc003ff9,1722364043,1819663200,63204826276820311210000000
2024-07-31T02:07:11,fd6a2780bdab7a1ecbdce73b8b3c1ae2a31c5864d025a362cc78d2cee352615e,20421351,0,0xAbAB988F59fE22B508bd90e91A3586aEd8932c28,1722366431,1725073200,10000000000000000000000000
